tweet.id,user.id,dataset.author.name,majority_polarity,text,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation
936469851,10323542,drgilpin,neg,Watching by myself  #tweetdebate Not drinking :( waiting to start cringing at McCains blunders,0.01374290231615305,0.012882519513368607,0.00076695391908288,0.0009586484520696104,0.002946753753349185,0.0057677836157381535,0.0027440155390650034,0.000942141457926482,0.0016176654025912285,0.27447831630706787
936470432,11752272,starweaver,neg,"@ahg3 @MichDot Yeah, slime was actually my second choice, can't say what the first one was. Okay, we're rolling...",0.008040353655815125,0.018728403374552727,0.0002719735784921795,0.0002966571191791445,0.0009162534843198955,0.00042676180601119995,0.0009447077172808349,0.0005636191926896572,0.0006350160110741854,0.008744776248931885
936472030,716543,kyeung808,neg,Preparing to have a heart attack #tweetdebate,0.5170000791549683,0.030204620212316513,0.0012266967678442597,0.00047576313954778016,0.0013657347299158573,0.02355284057557583,0.0023393542505800724,0.0017972710775211453,0.0020298005547374487,0.8837062120437622
936472042,14759482,rebot,neg,"no debate moderators under 50, sorry  #tweetdebate",0.013429227285087109,0.002281960565596819,0.0006233826279640198,0.0004780757590197027,0.002599283354356885,0.0014416325138881803,0.0021781495306640863,0.0007639629184268415,0.0007291624206118286,0.14568333327770233
936472907,6035262,Karoli,neg,@current Now staring at black screen on http://www.current.com/debate  grrrrrrrrrrrrrrr  #current,0.011749704368412495,0.007144690025597811,0.0009739886736497283,0.0004295561520848423,0.008603183552622795,0.0058541493490338326,0.02060083858668804,0.001256595947779715,0.0007028589607216418,0.14524221420288086
936472928,9075622,Nicolas Ward,neg,Introducing McCain and Obama. Wait...McCain SHOWED UP! Wow...guess the crisis in Washington is over? #tweetdebate,0.039496418088674545,0.0017054439522325993,0.0008526925812475383,0.0003015710972249508,0.03401559218764305,0.0034359267447143793,0.0426785908639431,0.0006967526860535145,0.0009055263362824917,0.040485043078660965
936474032,11765872,kellyrfeller,neg,#tweetdebate nice how Obama held McCains hand and used his free hand to wave to the audience while keeping McCain from doing so,0.05726196616888046,0.0004941621446050704,0.000943560793530196,0.01164091844111681,0.3695342540740967,0.002738979645073414,0.3143308162689209,0.0010730577632784843,0.0010787659557536244,0.04331447556614876
936475544,808758,jas_aiken,neg,Obama -2 it an occupation not war #tweetdebate,0.013346818275749683,0.0025267640594393015,0.0007912457222118974,0.0018671021098271012,0.0055993422865867615,0.009834117256104946,0.007814265787601471,0.0012270607985556126,0.0009403706644661725,0.01785287819802761
936476318,12271492,barbaranixon,neg,"@TDefren  I'm very nervous, yes #tweetdebate",0.028360452502965927,0.001635306398384273,0.000616028206422925,0.0003429601201787591,0.0016006138175725937,0.012025500647723675,0.004424286540597677,0.001552305999211967,0.0010349754011258483,0.05881458520889282
936476394,1221471,guiambros,neg,#tweetdebate no golden parachutes no padding CEOs - Obama,0.01424233429133892,0.0006897199782542884,0.001415692619048059,0.05281640589237213,0.0034758630208671093,0.06509526818990707,0.042992983013391495,0.0009463897440582514,0.0007364022312685847,0.027394331991672516
936477914,13918302,AlbertMaruggi,neg,Q for Obama. Does the avg American know what a golden parachute is?  #tweetdebate,0.017489397898316383,0.000573656230699271,0.0005388919380493462,0.0017438475042581558,0.002414738992229104,0.03128194808959961,0.0046541024930775166,0.0008727375534363091,0.0013704212615266442,0.026421641930937767
936478426,9075622,themurmish,neg,McCain just gave a cheap plug to Ed Kennedy -1 #tweetdebate #current,0.009674984961748123,0.002119537442922592,0.0007753503741696477,0.00029078591614961624,0.00503454590216279,0.0023186863400042057,0.0015135153662413359,0.0008278721361421049,0.0006014743121340871,0.015151377767324448
936478519,10450342,TopDogVienna,neg,@current current channel reception is continually sucking. Gotta love comcast,0.013798724859952927,0.006166410632431507,0.0006239993963390589,0.0007321736193262041,0.0018792059272527695,0.004689846187829971,0.0016874487046152353,0.003075252752751112,0.0009959650924429297,0.294421523809433
936478533,11765872,kdpaine,neg,McCain -3 for Kenndey comment #tweetdebate,0.013069198466837406,0.003015828086063266,0.004848284646868706,0.0004282084119040519,0.006382548250257969,0.0050622932612895966,0.011182480491697788,0.0010456383461132646,0.001283512101508677,0.05401121824979782
936478667,14935605,dabloguiman,neg,McCain -2 for not knowing Kennedy is home and watching the debate  #tweetdebate,0.01963101513683796,0.001055787317454815,0.0013365313643589616,0.0009980510221794248,0.00791720300912857,0.013736427761614323,0.01778257079422474,0.0013081160141155124,0.000976387585978955,0.09793337434530258
936479031,14570089,daveevans,neg,#tweetdebate McCain starts awkwardly,0.02086413837969303,0.000846381823066622,0.001346914446912706,0.00048461297410540283,0.005124015733599663,0.011648157611489296,0.048190657049417496,0.0013202739646658301,0.001093139871954918,0.11947119981050491
936479038,10846482,KennyL,neg,-1 McCain for stalling with faux sympathy #tweetdebate,0.2947918176651001,0.0013899878831580281,0.0010837978916242719,0.0006301254616118968,0.0048304530791938305,0.07489166408777237,0.005808055866509676,0.0013687516329810023,0.0008418569923378527,0.05514155700802803
936479425,12884962,TopDogVienna,neg,@andrewa121 I only get OTA HD with my EyeTV 500.,0.008963351137936115,0.0048521095886826515,0.0008557872497476637,0.0006531186518259346,0.001294056186452508,0.0006439018761739135,0.0008074366487562656,0.001566210761666298,0.0008878557127900422,0.012688877061009407
936480648,9075622,ferret67,neg,McCain is talking about bipartisan negotiation? Uh...no... -1 pt. #tweetdebate #current,0.012211675755679607,0.006119651719927788,0.011992866173386574,0.0005360382492654026,0.012560086324810982,0.004309809301048517,0.16526319086551666,0.0007542090606875718,0.0005490655894391239,0.031277455389499664
936481104,980611,kdpaine,neg,"dear john, they were sitting down till you came and stirred up a hornets' nest. pulease -4 #tweetdebate",0.07495667040348053,0.002976079238578677,0.00035525497514754534,0.0002854969643522054,0.0014094520593062043,0.025957852602005005,0.000995507463812828,0.000873174169100821,0.0008531879866495728,0.07972349971532822
936481174,12884962,PinkOliveFamily,neg,@andrewa121 He looks and sounds pretty tired.,0.02381766214966774,0.022377457469701767,0.00040675897616893053,0.0013951987493783236,0.001990926917642355,0.004256116691976786,0.0027077028062194586,0.0021113608963787556,0.0005848277360200882,0.02958419919013977
936481635,10450342,xylem,neg,@current Or its the beginning of the end of the beginning of the end.. Sheesh.,0.026787301525473595,0.0021519125439226627,0.0004797102010343224,0.00032449091668240726,0.002052570227533579,0.0020960255060344934,0.000830025237519294,0.0014963995199650526,0.001193441916257143,0.043998099863529205
936481733,14935605,Duhh,neg,McCain -2 for a totally muddled answer on what the republicans are doing #tweetdebate,0.00992706511169672,0.0020756954327225685,0.0015292094321921468,0.00042674309224821627,0.017719333991408348,0.002268486423417926,0.004249243531376123,0.001403906848281622,0.0007245284505188465,0.05024424567818642
936482365,7862582,gwfrink3,neg,McCain: this is the end of the beginning. huh? #tweetdebate,0.014628807082772255,0.005982312373816967,0.0005765678361058235,0.0003801495477091521,0.007513641845434904,0.008592897094786167,0.0006009555072523654,0.0006753297057002783,0.0006179835181683302,0.04440810903906822
936482757,808758,mhorta,neg,McCain -2 gving credit to house republicans #tweetdebate,0.00947160180658102,0.0009212730219587684,0.00282582500949502,0.000670872104819864,0.009563544765114784,0.003173873061314225,0.07895828038454056,0.0015369027387350798,0.0010627320734784007,0.06145164370536804
936482834,1040391,thunderberry,neg,-1 McCain all over the place in his answer #tweetdebate,0.010106168687343597,0.004221360664814711,0.0024610760156065226,0.000542281661182642,0.0020765974186360836,0.0021648153197020292,0.001408626907505095,0.0010826486395671964,0.0009386122692376375,0.19293980300426483
936482946,12046252,CarriBugbee,neg,"Nice, McLame divides...Republicans uniquely came to fix it. Um, ok. #tweetdebate",0.008759221993386745,0.03009231761097908,0.008738079108297825,0.001109488308429718,0.018397441133856773,0.0034551811404526234,0.0010325920302420855,0.0006616555037908256,0.0005343397497199476,0.058613184839487076
936482963,1196381,lulu_81,neg,"if ur oldest candidate in history, why start with ""i'm not feeling great"" .. makes u thing ""you're not looking great either #tweetdebate",0.008789480663836002,0.0034231464378535748,0.0002975578827317804,0.0008947625756263733,0.0014500099932774901,0.004096852149814367,0.0009046036866493523,0.0006678954232484102,0.0009213690645992756,0.053648691624403
936483317,14717846,CarriBugbee,neg,"Obama: 1 , McCain 0 : McCain didn't answer the question #tweetdebate",0.007805697154253721,0.001059174770489335,0.0006118602468632162,0.0019161782693117857,0.004523810464888811,0.010339949280023575,0.010513434186577797,0.0021670835558325052,0.0008543377625755966,0.05717245489358902
936483373,14935605,johnmccrory,neg,Obama -1 for answering a different question #tweetdebate,0.008922340348362923,0.0017189541831612587,0.0023239529691636562,0.006999787408858538,0.0029168729670345783,0.009217435494065285,0.0205418411642313,0.002133127534762025,0.0009872744558379054,0.03536995127797127
936484325,9806742,aeditor,neg,McCain -1 for bringing in Kennedy for emotional effect #tweetdebate,0.07807551324367523,0.0006399994599632919,0.0012236546026542783,0.0005497258971445262,0.0027081023436039686,0.005065515171736479,0.005716619081795216,0.0012874262174591422,0.001069304533302784,0.02562122792005539
936484477,14776451,Andrew K. Gay,neg,#tweetdebate greed is how we got into this situation in the first place,0.01283643115311861,0.001125285867601633,0.0010348092764616013,0.010865465737879276,0.0011148216435685754,0.0008627434144727886,0.0003839418350253254,0.0007436624728143215,0.0006930685485713184,0.013111406937241554
936485730,11765872,TopDogVienna,neg,"McCain -2 ""Are you gonna vote for the plan?"" - ""I hope so"" whatte fuck?! #tweetdebate",0.013243780471384525,0.007263709791004658,0.0014719483442604542,0.0005673932610079646,0.010031094774603844,0.0017704006750136614,0.01720421202480793,0.0007561601232737303,0.0014499167446047068,0.04985908418893814
936486069,9806742,fritzpw,neg,McCain -1 for failing to meaningfully answer the question on economy #tweetdebate,0.018238021060824394,0.0032855335157364607,0.007074753753840923,0.009579076431691647,0.0038337891455739737,0.005797824822366238,0.002084547420963645,0.007052055560052395,0.0008342766086570919,0.06936071813106537
936487064,808758,FrancesFlynnTho,neg,McCain -1 improper analogy #tweetdebate,0.008949598297476768,0.0009480899898335338,0.0038810940459370613,0.002292532939463854,0.0019726173486560583,0.0032683052122592926,0.004457537084817886,0.000893846619874239,0.0006262667011469603,0.06615251302719116
936489753,14813827,melrp,neg,"#tweetdebate -1 McCain ""we saw these problems coming"" I thought the economy was fundamentally sound",0.011672407388687134,0.0025561372749507427,0.0021511325612664223,0.0012023792369291186,0.002790961181744933,0.0019581217784434557,0.0005675017600879073,0.0007066577090881765,0.0006578357424587011,0.008861934766173363
936490257,13918302,PinkOliveFamily,neg,Already tired of the Wall Street v Main Street analogies. #tweetdebate,0.010210134088993073,0.007930420339107513,0.0004897243343293667,0.0007883301586844027,0.0012480363948270679,0.0034568761475384235,0.0005669499514624476,0.0008006346179172397,0.0006214790046215057,0.21622250974178314
936490363,8514952,mysweetlife,neg,how annoying are these animations on #Current TV.. reverting to old fashion MSNBC.. #tweetdebate,0.008294489234685898,0.010005850344896317,0.0005376672488637269,0.00045693444553762674,0.0011111452477052808,0.002715075621381402,0.0006927314680069685,0.0009197022300213575,0.0006861167494207621,0.5292555689811707
936490983,10450342,Wading4U,neg,"@current #current How can you say ""I hope so"" when you are asked the question of voting for something? You should know what yer view is!",0.015609754249453545,0.0010000121546909213,0.0015035242540761828,0.003367095720022917,0.004756946582347155,0.002137737115845084,0.000518436951097101,0.0007712003425695002,0.0005713121499866247,0.012125982902944088
936491702,14717846,c4chaos,neg,"""John, ten days ago you said the fundamentals of the economy were strong"" Hilarious #tweetdebate #current",0.009099189192056656,0.007288604974746704,0.0009215621976181865,0.00034028670052066445,0.000839554239064455,0.0031027498189359903,0.0004865349910687655,0.00054971594363451,0.0008213466499000788,0.09131885319948196
936491945,806323,Scott_Drummond,neg,McCain -1 for wearing a tie that makes my eyes sore. #tweetdebate,0.012708231806755066,0.0009477711864747107,0.0014202941674739122,0.0022809477522969246,0.001516425865702331,0.0028127904515713453,0.0009263897081837058,0.0014140454586595297,0.0006127271335572004,0.05268758535385132
936492695,14935605,Duhh,neg,McCain -1 for a total non-answer #tweetdebate,0.016595887020230293,0.0013518919004127383,0.002957556862384081,0.0009195668390020728,0.003296425798907876,0.0118752745911479,0.001800603698939085,0.0029985469300299883,0.0008590446668677032,0.05173521861433983
936613663,14392603,Populista,neg,#tweetdebate,0.02136283740401268,0.1827358603477478,0.0011452214093878865,0.0003930739185307175,0.00518149184063077,0.25358766317367554,0.001627290272153914,0.0019867774099111557,0.0021557132713496685,0.41398850083351135
936624853,16480248,Delia_Pickles,pos,#tweetdebate,0.02136283740401268,0.1827358603477478,0.0011452214093878865,0.0003930739185307175,0.00518149184063077,0.25358766317367554,0.001627290272153914,0.0019867774099111557,0.0021557132713496685,0.41398850083351135
936493024,7752402,fritzpw,neg,Funny if they looked at each other I think the talking points would disappear and they might even be constructive #tweetdebate,0.009914165362715721,0.0018191533163189888,0.0002993639500346035,0.0003534429706633091,0.0016947467811405659,0.0007085583638399839,0.00047571034519933164,0.0005391213344410062,0.0005677043227478862,0.01565341092646122
936493427,816247,gwfrink3,neg,"Really tired of hearing the word ""mainstreet"" in the debate #tweetdebate",0.022277720272541046,0.01102604903280735,0.00048668106319382787,0.0003130488912574947,0.0008813696913421154,0.002215136308223009,0.0017337441677227616,0.0007228898466564715,0.0005618063732981682,0.04727882891893387
936493784,808758,mabraham1,neg,McCain -2 import/export claim? #tweetdebate,0.013327869586646557,0.0035671733785420656,0.0008589034550823271,0.0005714123253710568,0.003119636559858918,0.001164059853181243,0.0012687238631770015,0.0015623219078406692,0.000790468358900398,0.04334321618080139
936493874,11765872,vanhoosear,neg,McCain -2 Wrong Germany is the biggest exporter. Get your facts together! #tweetdebate,0.012710633687675,0.00504288962110877,0.0020604999735951424,0.0016756063560023904,0.0025508322287350893,0.0007974279578775167,0.0006956009310670197,0.0008569925557821989,0.0008536591776646674,0.015650112181901932
936494362,1196381,vanhoosear,neg,"#tweetdebate -1 Mccain for not answering the question and saying ""the wall street""   between the eyeblinking +hesitation he looks weird",0.006527584046125412,0.0010018947068601847,0.0006715539493598044,0.0028492389246821404,0.0012246245751157403,0.005541433580219746,0.0009612243738956749,0.0011357556795701385,0.0007153149344958365,0.10981867462396622
936495826,7057642,rmonge4surf,neg,McCain is not answering the questions  #tweetdebate,0.011693846434354782,0.002461285563185811,0.0009143418283201754,0.000574282428715378,0.0030273485463112593,0.006519882474094629,0.00672328844666481,0.0020647449418902397,0.0007255416712723672,0.05121397599577904
936495855,14456822,emergingtech,neg,McCain likes the bears in Montana joke too much #tweetdebate #current,0.011859282851219177,0.0051140254363417625,0.0005780998035334051,0.0007140967645682395,0.0026220595464110374,0.0037508243694901466,0.0034298612736165524,0.0009637300972826779,0.001547930995002389,0.1947462111711502
936495925,7862582,HunterTech,neg,-1 McCain should not joke about bear DNA #tweetdebate,0.01709250919520855,0.002006224123761058,0.0011553190415725112,0.0008381610969081521,0.0033650468103587627,0.0012536686845123768,0.016628025099635124,0.0008646608912386,0.000879449478816241,0.16510260105133057
936496070,13524042,gwfrink3,neg,mccain -1 answer the question!  #tweetdebate,0.008618171326816082,0.007706961594521999,0.002371713286265731,0.0003551403933670372,0.002231063088402152,0.002907915273681283,0.002560273976996541,0.0014986214227974415,0.0007055746391415596,0.04022212699055672
936496087,1040391,daveevans,neg,-1 McCain flag waving pandering about American workers #tweetdebate,0.12708957493305206,0.051208995282649994,0.47709891200065613,0.0005258932942524552,0.056493740528821945,0.003405266907066107,0.0018103161128237844,0.001196954632177949,0.001466396963223815,0.1762273609638214
936496331,10846482,Duhh,neg,-2 McCain for stringing too many colloquialisms together and post-Reaganomics sensationalism #tweetdebate,0.010333281010389328,0.0009465691400691867,0.0010110886069014668,0.045823972672224045,0.001218239078298211,0.0033426936715841293,0.01209570188075304,0.0010621595429256558,0.0006819524569436908,0.2837322950363159
936497173,14935605,Nicole Beauchemin,neg,McCain -3 for personal attack #tweetdebate,0.025485804304480553,0.0010594194754958153,0.001789029804058373,0.00045347370905801654,0.0033010696060955524,0.009420047514140606,0.014011707156896591,0.0026878768112510443,0.0012503344332799315,0.06579811125993729
936498451,14570089,themurmish,neg,#tweetdebate generic debate so far. They won't even look at each other.,0.009492785669863224,0.002384714549407363,0.00030313723254948854,0.0003260236990172416,0.0056196232326328754,0.008388755843043327,0.0007699287962168455,0.0011020592646673322,0.0005955069791525602,0.09348805993795395
936501351,9448792,jowyang,neg,"so far, the debate reminds me of a school yard scolding #tweetdebate",0.00917268730700016,0.004608802031725645,0.00029714909032918513,0.0003497712023090571,0.0012413753429427743,0.0011790342396125197,0.000615568074863404,0.0006243025418370962,0.0006352709024213254,0.0856158584356308
936501672,14759482,CarriBugbee,neg,computer for their kid? maybe the parents don't have one. #tweetdebate,0.10295509546995163,0.007059094030410051,0.00023386899556498975,0.0003867902560159564,0.0014976178063079715,0.0038822926580905914,0.000640850281342864,0.0009923824109137058,0.0006233779131434858,0.06755813211202621
936502132,1196381,MichelleMMM,neg,@pamelawella is that what makes him look like that? have always wondered..:) #tweetdebate,0.019105639308691025,0.0032105776481330395,0.00036035873927176,0.015803299844264984,0.0011762437643483281,0.0042657689191401005,0.0008703097701072693,0.0006673315656371415,0.0009956738213077188,0.27475443482398987
936502843,15301800,CarriBugbee,neg,Earmark spending has tripled over the last 5 years. Hasn't it been a Republican Administration for the last 7? #obamashot #tweetdebate,0.010241915471851826,0.0039609866216778755,0.0014566282043233514,0.0031071053817868233,0.0030423994176089764,0.08569810539484024,0.9434731006622314,0.0009314882336184382,0.0005992830847389996,0.012239977717399597
936503059,15087889,lumatts,neg,"it's like you can see Obama trying to remember all the ""talking points"" and get his slogans out there #tweetdebate",0.011307568289339542,0.0010608010925352573,0.00046733696945011616,0.001975784543901682,0.0013868157984688878,0.0009830633644014597,0.07413221895694733,0.0006513439584523439,0.0008253836422227323,0.011715480126440525
936503722,15826907,vanhoosear,neg,McCain: I don't mean to go back and forth??? I thought this was a debate. #tweetdebate,0.01463278103619814,0.008457895368337631,0.00041329741361550987,0.0003056585555896163,0.0032102083787322044,0.001516571850515902,0.0007328318315558136,0.000549467105884105,0.0005098782130517066,0.031260065734386444
936504075,1196381,teedubya,neg,"-1 McCain #tweetdebate ""I didn't win Miss Congeniality"" but his VP did!",0.00973633024841547,0.0007267163600772619,0.001520856749266386,0.3479240834712982,0.0026621355209499598,0.002957445802167058,0.0006365132285282016,0.0010005144868046045,0.0006001553847454488,0.062209077179431915
936504189,15136484,CarriBugbee,neg,McCain -3 personal attack & -2 does he have evidence for this accusations to Obama #tweetdebate,0.00975874438881874,0.0018925148760899901,0.0024083582684397697,0.002243307651951909,0.007761285174638033,0.002637322060763836,0.9141145348548889,0.0006293973419815302,0.0012115049175918102,0.04138617590069771
936504394,2056341,bluejack,neg,Obama on the defensive.  #tweetdebate,0.027152424678206444,0.0029554960783571005,0.0026281566824764013,0.7272058725357056,0.37325066328048706,0.05731659010052681,0.9514515995979309,0.001778990961611271,0.0011322739301249385,0.29266268014907837
